,url,title,doi,abstract,full_doc_link,is_open_access
10,https://www.pnas.org/content/109/12/E690,"Peptide tag forming a rapid covalent bond to a protein, through engineering a bacterial adhesin",https://doi.org/10.1073/pnas.1115485109,"Protein interactions with peptides generally have low thermodynamic and mechanical stability. Streptococcus pyogenes fibronectin-binding protein FbaB contains a domain with a spontaneous isopeptide bond between Lys and Asp. By splitting this domain and rational engineering of the fragments, we obtained a peptide (SpyTag) which formed an amide bond to its protein partner (SpyCatcher) in minutes. Reaction occurred in high yield simply upon mixing and amidst diverse conditions of pH, temperature, and buffer. SpyTag could be fused at either terminus or internally and reacted specifically at the mammalian cell surface. Peptide binding was not reversed by boiling or competing peptide. Single-molecule dynamic force spectroscopy showed that SpyTag did not separate from SpyCatcher until the force exceeded 1 nN, where covalent bonds snap. The robust reaction conditions and irreversible linkage of SpyTag shed light on spontaneous isopeptide bond formation and should provide a targetable lock in cells and a stable module for new protein architectures.",https://www.pnas.org/content/109/12/E690.full.pdf,True
11,https://www.pnas.org/content/108/Supplement_2/10831,Evolution of restraint in a structured rock–paper–scissors community,https://doi.org/10.1073/pnas.1100296108,"It is not immediately clear how costly behavior that benefits others evolves by natural selection. By saving on inherent costs, individuals that do not contribute socially have a selective advantage over altruists if both types receive equal benefits. Restrained consumption of a common resource is a form of altruism. The cost of this kind of prudent behavior is that restrained individuals give up resources to less-restrained individuals. The benefit of restraint is that better resource management may prolong the persistence of the group. One way to dodge the problem of defection is for altruists to interact disproportionately with other altruists. With limited dispersal, restrained individuals persist because of interaction with like types, whereas it is the unrestrained individuals that must face the negative long-term consequences of their rapacity. Here, we study the evolution of restraint in a community of three competitors exhibiting a nontransitive (rock–paper–scissors) relationship. The nontransitivity ensures a form of negative feedback, whereby improvement in growth of one competitor has the counterintuitive consequence of lowering the density of that improved player. This negative feedback generates detrimental long-term consequences for unrestrained growth. Using both computer simulations and evolution experiments with a nontransitive community of Escherichia coli, we find that restrained growth can evolve under conditions of limited dispersal in which negative feedback is present. This research, thus, highlights a set of ecological conditions sufficient for the evolution of one form of altruism.",https://www.pnas.org/content/108/Supplement_2/10831.full.pdf,True
12,https://www.pnas.org/content/108/46/18726,Inferring the rules of interaction of shoaling fish,https://doi.org/10.1073/pnas.1109355108,"Collective motion, where large numbers of individuals move synchronously together, is achieved when individuals adopt interaction rules that determine how they respond to their neighbors’ movements and positions. These rules determine how group-living animals move, make decisions, and transmit information between individuals. Nonetheless, few studies have explicitly determined these interaction rules in moving groups, and very little is known about the interaction rules of fish. Here, we identify three key rules for the social interactions of mosquitofish (Gambusia holbrooki): (i) Attraction forces are important in maintaining group cohesion, while we find only weak evidence that fish align with their neighbor’s orientation; (ii) repulsion is mediated principally by changes in speed; (iii) although the positions and directions of all shoal members are highly correlated, individuals only respond to their single nearest neighbor. The last two of these rules are different from the classical models of collective animal motion, raising new questions about how fish and other animals self-organize on the move.",https://www.pnas.org/content/108/46/18726.full.pdf,True
13,https://www.pnas.org/content/108/41/17034,More diverse plant communities have higher functioning over time due to turnover in complementary dominant species,https://doi.org/10.1073/pnas.1104015108,"More diverse communities have been shown to have higher and more temporally stable ecosystem functioning than less diverse ones, suggesting they should also have a consistently higher level of functioning over time. Diverse communities could maintain consistently high function because the species driving function change over time (functional turnover) or because they are more likely to contain key species with temporally stable functioning. Across 7 y in a large biodiversity experiment, we show that more diverse plant communities had consistently higher productivity, that is, a higher level of functioning over time. We identify the mechanism for this as turnover in the species driving biomass production; this was substantial, and species that were rare in some years became dominant and drove function in other years. Such high turnover allowed functionally more diverse communities to maintain high biomass over time and was associated with higher levels of complementarity effects in these communities. In contrast, turnover in communities composed of functionally similar species did not promote high biomass production over time. Thus, turnover in species promotes consistently high ecosystem function when it sustains functionally complementary interactions between species. Our results strongly reinforce the argument for conservation of high biodiversity.",https://www.pnas.org/content/108/41/17034.full.pdf,True
14,https://www.pnas.org/content/108/41/17028,Knickkopf protein protects and organizes chitin in the newly synthesized insect exoskeleton,https://doi.org/10.1073/pnas.1112288108,"During each molting cycle of insect development, synthesis of new cuticle occurs concurrently with the partial degradation of the overlying old exoskeleton. Protection of the newly synthesized cuticle from molting fluid enzymes has long been attributed to the presence of an impermeable envelope layer that was thought to serve as a physical barrier, preventing molting fluid enzymes from accessing the new cuticle and thereby ensuring selective degradation of only the old one. In this study, using the red flour beetle, Tribolium castaneum, as a model insect species, we show that an entirely different and unexpected mechanism accounts for the selective action of chitinases and possibly other molting enzymes. The molting fluid enzyme chitinase, which degrades the matrix polysaccharide chitin, is not excluded from the newly synthesized cuticle as previously assumed. Instead, the new cuticle is protected from chitinase action by the T. castaneum Knickkopf (TcKnk) protein. TcKnk colocalizes with chitin in the new cuticle and organizes it into laminae. Down-regulation of TcKnk results in chitinase-dependent loss of chitin, severe molting defects, and lethality at all developmental stages. The conservation of Knickkopf across insect, crustacean, and nematode taxa suggests that its critical roles in the laminar ordering and protection of exoskeletal chitin may be common to all chitinous invertebrates.",https://www.pnas.org/content/108/41/17028.full.pdf,True
15,https://www.pnas.org/content/108/38/15978,Squalamine as a broad-spectrum systemic antiviral agent with therapeutic potential,https://doi.org/10.1073/pnas.1108558108,"Antiviral compounds that increase the resistance of host tissues represent an attractive class of therapeutic. Here, we show that squalamine, a compound previously isolated from the tissues of the dogfish shark (Squalus acanthias) and the sea lamprey (Petromyzon marinus), exhibits broad-spectrum antiviral activity against human pathogens, which were studied in vitro as well as in vivo. Both RNA- and DNA-enveloped viruses are shown to be susceptible. The proposed mechanism involves the capacity of squalamine, a cationic amphipathic sterol, to neutralize the negative electrostatic surface charge of intracellular membranes in a way that renders the cell less effective in supporting viral replication. Because squalamine can be readily synthesized and has a known safety profile in man, we believe its potential as a broad-spectrum human antiviral agent should be explored.",https://www.pnas.org/content/108/38/15978.full.pdf,True
16,https://www.pnas.org/content/108/34/E550,High-speed microscopic imaging of flagella motility and swimming in Giardia lamblia trophozoites,https://doi.org/10.1073/pnas.1106904108,"We report, in this paper, several findings about the swimming and attachment mechanisms of Giardia lamblia trophozoites. These data were collected using a combination of a high-contrast CytoViva imaging system and a particle image velocimetry camera, which can capture images at speeds greater than 800 frames/s. Using this system, we discovered that, during rapid swimming of Giardia trophozoites, undulations of the caudal region contributed to forward propulsion combined with the beating of the flagella pairs. It was also discovered, in contrast to previous studies with 10 times slower image sampling technique, that the anterior and posterolateral flagella beat with a clearly defined power stroke and not symmetrical undulations. During the transition from free swimming to attachment, trophozoites modified their swimming behavior from a rapid rotating motion to a more stable planar swimming. While using this planar swimming motion, the trophozoites used the flagella for propulsion and directional control. In addition to examination of the posterolateral and anterior flagella, a model to describe the motion of the ventral flagella was derived, indicating that the ventral flagella beat in an expanding sine wave. In addition, the structure of the ventrocaudal groove creates boundary conditions that determine the form of beating of the ventral flagella. The results from this study indicate that Giardia is able to simultaneously generate both ciliary beating and typical eukaryotic flagellar beating using different pairs of flagella.",https://www.pnas.org/content/108/34/E550.full.pdf,True
17,https://www.pnas.org/content/108/27/11291,Bat wing sensors support flight control,https://doi.org/10.1073/pnas.1018740108,"Bats are the only mammals capable of powered flight, and they perform impressive aerial maneuvers like tight turns, hovering, and perching upside down. The bat wing contains five digits, and its specialized membrane is covered with stiff, microscopically small, domed hairs. We provide here unique empirical evidence that the tactile receptors associated with these hairs are involved in sensorimotor flight control by providing aerodynamic feedback. We found that neurons in bat primary somatosensory cortex respond with directional sensitivity to stimulation of the wing hairs with low-speed airflow. Wing hairs mostly preferred reversed airflow, which occurs under flight conditions when the airflow separates and vortices form. This finding suggests that the hairs act as an array of sensors to monitor flight speed and/or airflow conditions that indicate stall. Depilation of different functional regions of the bats’ wing membrane altered the flight behavior in obstacle avoidance tasks by reducing aerial maneuverability, as indicated by decreased turning angles and increased flight speed.",https://www.pnas.org/content/108/27/11291.full.pdf,True
18,https://www.pnas.org/content/108/23/9356,"The hummingbird tongue is a fluid trap, not a capillary tube",https://doi.org/10.1073/pnas.1016944108,"Hummingbird tongues pick up a liquid, calorie-dense food that cannot be grasped, a physical challenge that has long inspired the study of nectar-transport mechanics. Existing biophysical models predict optimal hummingbird foraging on the basis of equations that assume that fluid rises through the tongue in the same way as through capillary tubes. We demonstrate that the hummingbird tongue does not function like a pair of tiny, static tubes drawing up floral nectar via capillary action. Instead, we show that the tongue tip is a dynamic liquid-trapping device that changes configuration and shape dramatically as it moves in and out of fluids. We also show that the tongue–fluid interactions are identical in both living and dead birds, demonstrating that this mechanism is a function of the tongue structure itself, and therefore highly efficient because no energy expenditure by the bird is required to drive the opening and closing of the trap. Our results rule out previous conclusions from capillarity-based models of nectar feeding and highlight the necessity of developing a new biophysical model for nectar intake in hummingbirds. Our findings have ramifications for the study of feeding mechanics in other nectarivorous birds, and for the understanding of the evolution of nectarivory in general. We propose a conceptual mechanical explanation for this unique fluid-trapping capacity, with far-reaching practical applications (e.g., biomimetics).",https://www.pnas.org/content/108/23/9356.full.pdf,True
19,https://www.pnas.org/content/108/16/6497,Intracellular invasion of green algae in a salamander host,https://doi.org/10.1073/pnas.1018259108,"The association between embryos of the spotted salamander (Ambystoma maculatum) and green algae (“Oophila amblystomatis” Lamber ex Printz) has been considered an ectosymbiotic mutualism. We show here, however, that this symbiosis is more intimate than previously reported. A combination of imaging and algal 18S rDNA amplification reveals algal invasion of embryonic salamander tissues and cells during development. Algal cells are detectable from embryonic and larval Stages 26–44 through chlorophyll autofluorescence and algal 18S rDNA amplification. Algal cell ultrastructure indicates both degradation and putative encystment during the process of tissue and cellular invasion. Fewer algal cells were detected in later-stage larvae through FISH, suggesting that the decline in autofluorescent cells is primarily due to algal cell death within the host. However, early embryonic egg capsules also contained encysted algal cells on the inner capsule wall, and algal 18S rDNA was amplified from adult reproductive tracts, consistent with oviductal transmission of algae from one salamander generation to the next. The invasion of algae into salamander host tissues and cells represents a unique association between a vertebrate and a eukaryotic alga, with implications for research into cell–cell recognition, possible exchange of metabolites or DNA, and potential congruence between host and symbiont population structures.",https://www.pnas.org/content/108/16/6497.full.pdf,True
20,https://www.pnas.org/content/108/14/5897,Adaptive evolution of threonine deaminase in plant defense against insect herbivores,https://doi.org/10.1073/pnas.1016157108,"Gene duplication is a major source of plant chemical diversity that mediates plant–herbivore interactions. There is little direct evidence, however, that novel chemical traits arising from gene duplication reduce herbivory. Higher plants use threonine deaminase (TD) to catalyze the dehydration of threonine (Thr) to α-ketobutyrate and ammonia as the committed step in the biosynthesis of isoleucine (Ile). Cultivated tomato and related Solanum species contain a duplicated TD paralog (TD2) that is coexpressed with a suite of genes involved in herbivore resistance. Analysis of TD2-deficient tomato lines showed that TD2 has a defensive function related to Thr catabolism in the gut of lepidopteran herbivores. During herbivory, the regulatory domain of TD2 is removed by proteolysis to generate a truncated protein (pTD2) that efficiently degrades Thr without being inhibited by Ile. We show that this proteolytic activation step occurs in the gut of lepidopteran but not coleopteran herbivores, and is catalyzed by a chymotrypsin-like protease of insect origin. Analysis of purified recombinant enzymes showed that TD2 is remarkably more resistant to proteolysis and high temperature than the ancestral TD1 isoform. The crystal structure of pTD2 provided evidence that electrostatic interactions constitute a stabilizing feature associated with adaptation of TD2 to the extreme environment of the lepidopteran gut. These findings demonstrate a role for gene duplication in the evolution of a plant defense that targets and co-opts herbivore digestive physiology.",https://www.pnas.org/content/108/14/5897.full.pdf,True
21,https://www.pnas.org/content/108/14/5516,"Growth, geometry, and mechanics of a blooming lily",https://doi.org/10.1073/pnas.1007808108,"Despite the common use of the blooming metaphor, its floral inspiration remains poorly understood. Here we study the physical process of blooming in the asiatic lily Lilium casablanca. Our observations show that the edges of the petals wrinkle as the flower opens, suggesting that differential growth drives the deployment of these laminar shell-like structures. We use a combination of surgical manipulations and quantitative measurements to confirm this hypothesis and provide a simple theory for this change in the shape of a doubly curved thin elastic shell subject to differential growth across its planform. Our experiments and theory overturn previous hypotheses that suggest that blooming is driven by differential growth of the inner layer of the petals and in the midrib by providing a qualitatively different paradigm that highlights the role of edge growth. This functional morphology suggests new biomimetic designs for deployable structures using boundary or edge actuation rather than the usual bulk or surface actuation.",https://www.pnas.org/content/108/14/5516.full.pdf,True
22,https://www.pnas.org/content/108/11/4322,"Shape of tropoelastin, the highly extensible protein that controls human tissue elasticity",https://doi.org/10.1073/pnas.1014280108,"Elastin enables the reversible deformation of elastic tissues and can withstand decades of repetitive forces. Tropoelastin is the soluble precursor to elastin, the main elastic protein found in mammals. Little is known of the shape and mechanism of assembly of tropoelastin as its unique composition and propensity to self-associate has hampered structural studies. In this study, we solve the nanostructure of full-length and corresponding overlapping fragments of tropoelastin using small angle X-ray and neutron scattering, allowing us to identify discrete regions of the molecule. Tropoelastin is an asymmetric coil, with a protruding foot that encompasses the C-terminal cell interaction motif. We show that individual tropoelastin molecules are highly extensible yet elastic without hysteresis to perform as highly efficient molecular nanosprings. Our findings shed light on how biology uses this single protein to build durable elastic structures that allow for cell attachment to an appended foot. We present a unique model for head-to-tail assembly which allows for the propagation of the molecule’s asymmetric coil through a stacked spring design.",https://www.pnas.org/content/108/11/4322.full.pdf,True
23,https://www.pnas.org/content/108/9/3653,Exopolymer alteration of physical properties of sea ice and implications for ice habitability and biogeochemistry in a warmer Arctic,https://doi.org/10.1073/pnas.1100701108,"The physical properties of Arctic sea ice determine its habitability. Whether ice-dwelling organisms can change those properties has rarely been addressed. Following discovery that sea ice contains an abundance of gelatinous extracellular polymeric substances (EPS), we examined the effects of algal EPS on the microstructure and salt retention of ice grown from saline solutions containing EPS from a culture of the sea-ice diatom, Melosira arctica. We also experimented with xanthan gum and with EPS from a culture of the cold-adapted bacterium Colwellia psychrerythraea strain 34H. Quantitative microscopic analyses of the artificial ice containing Melosira EPS revealed convoluted ice-pore morphologies of high fractal dimension, mimicking features found in EPS-rich coastal sea ice, whereas EPS-free (control) ice featured much simpler pore geometries. A heat-sensitive glycoprotein fraction of Melosira EPS accounted for complex pore morphologies. Although all tested forms of EPS increased bulk ice salinity (by 11–59%) above the controls, ice containing native Melosira EPS retained the most salt. EPS effects on ice and pore microstructure improve sea ice habitability, survivability, and potential for increased primary productivity, even as they may alter the persistence and biogeochemical imprint of sea ice on the surface ocean in a warming climate.",https://www.pnas.org/content/108/9/3653.full.pdf,True
24,https://www.pnas.org/content/108/8/3175,Nanopatterned protein microrings from a diatom that direct silica morphogenesis,https://doi.org/10.1073/pnas.1012842108,"Diatoms are eukaryotic microalgae that produce species-specifically structured cell walls made of SiO2 (silica). Formation of the intricate silica structures of diatoms is regarded as a paradigm for biomolecule-controlled self-assembly of three-dimensional, nano- to microscale-patterned inorganic materials. Silica formation involves long-chain polyamines and phosphoproteins (silaffins and silacidins), which are readily soluble in water, and spontaneously form dynamic supramolecular assemblies that accelerate silica deposition and influence silica morphogenesis in vitro. However, synthesis of diatom-like silica structure in vitro has not yet been accomplished, indicating that additional components are required. Here we describe the discovery and intracellular location of six novel proteins (cingulins) that are integral components of a silica-forming organic matrix (microrings) in the diatom Thalassiosira pseudonana. The cingulin-containing microrings are specifically associated with girdle bands, which constitute a substantial part of diatom biosilica. Remarkably, the microrings exhibit protein-based nanopatterns that closely resemble characteristic features of the girdle band silica nanopatterns. Upon the addition of silicic acid the microrings become rapidly mineralized in vitro generating nanopatterned silica replicas of the microring structures. A silica-forming organic matrix with characteristic nanopatterns was also discovered in the diatom Coscinodiscus wailesii, which suggests that preassembled protein-based templates might be general components of the cellular machinery for silica morphogenesis in diatoms. These data provide fundamentally new insight into the molecular mechanisms of biological silica morphogenesis, and may lead to the development of self-assembled 3D mineral forming protein scaffolds with designed nanopatterns for a host of applications in nanotechnology.",https://www.pnas.org/content/108/8/3175.full.pdf,True
25,https://www.pnas.org/content/108/6/2184,Iron conservation by reduction of metalloenzyme inventories in the marine diazotroph Crocosphaera watsonii,https://doi.org/10.1073/pnas.1006943108,"The marine nitrogen fixing microorganisms (diazotrophs) are a major source of nitrogen to open ocean ecosystems and are predicted to be limited by iron in most marine environments. Here we use global and targeted proteomic analyses on a key unicellular marine diazotroph Crocosphaera watsonii to reveal large scale diel changes in its proteome, including substantial variations in concentrations of iron metalloproteins involved in nitrogen fixation and photosynthesis, as well as nocturnal flavodoxin production. The daily synthesis and degradation of enzymes in coordination with their utilization results in a lowered cellular metalloenzyme inventory that requires ∼40% less iron than if these enzymes were maintained throughout the diel cycle. This strategy is energetically expensive, but appears to serve as an important adaptation for confronting the iron scarcity of the open oceans. A global numerical model of ocean circulation, biogeochemistry and ecosystems suggests that Crocosphaera’s ability to reduce its iron-metalloenzyme inventory provides two advantages: It allows Crocosphaera to inhabit regions lower in iron and allows the same iron supply to support higher Crocosphaera biomass and nitrogen fixation than if they did not have this reduced iron requirement.",https://www.pnas.org/content/108/6/2184.full.pdf,True
